"ClientAccountID","AccountAlias","Model","CurrencyPrimary","FXRateToBase","AssetClass","SubCategory","Symbol","Description","Conid","SecurityID","SecurityIDType","CUSIP","ISIN","FIGI","ListingExchange","UnderlyingConid","UnderlyingSymbol","UnderlyingSecurityID","UnderlyingListingExchange","Issuer","IssuerCountryCode","TradeID","Multiplier","RelatedTradeID","Strike","ReportDate","Expiry","DateTime","Put/Call","TradeDate","PrincipalAdjustFactor","SettleDateTarget","TransactionType","Exchange","Quantity","TradePrice","TradeMoney","Proceeds","Taxes","IBCommission","IBCommissionCurrency","NetCash","ClosePrice","Open/CloseIndicator","Notes/Codes","CostBasis","FifoPnlRealized","MtmPnl","OrigTradePrice","OrigTradeDate","OrigTradeID","OrigOrderID","OrigTransactionID","Buy/Sell","ClearingFirmID","IBOrderID","TransactionID","IBExecID","RelatedTransactionID","RTN","BrokerageOrderID","OrderReference","VolatilityOrderLink","ExchOrderID","ExtExecID","OrderTime","OpenDateTime","HoldingPeriodDateTime","WhenRealized","WhenReopened","LevelOfDetail","ChangeInPrice","ChangeInQuantity","OrderType","TraderID","IsAPIOrder","AccruedInterest","InitialInvestment","PositionActionID","SerialNumber","DeliveryType","CommodityType","Fineness","Weight"
"U16073750","","","USD","1","OPT","P","CEG   260515P00180000","CEG 15MAY26 180 P","800739540","","","","","BBG01W7MJ225","CBOE","538132976","CEG","US21037T1097","NASDAQ","","","9265878684","100","","180","20260402","20260515","20260402;115033","P","20260402","","20260406","ExchTrade","BATS","1","1","100","-100","0","-0.24795","USD","-100.24795","1.0319","O","","100.24795","0","3.19","0","","","0","0","BUY","","5043963063","39023216686","0001399a.69ce698e.03.01","","391820849326B","","","","N/A","391820849326B","20260402;103356","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","CEG   260515P00180000","CEG 15MAY26 180 P","800739540","","","","","BBG01W7MJ225","CBOE","538132976","CEG","US21037T1097","NASDAQ","","","9449288239","100","","180","20260506","20260515","20260506;150113","P","20260506","","20260507","ExchTrade","BATS","-1","0.09","-9","9","0","-0.2517254","USD","8.7482746","0.0102","C","","-100.24795","-91.499675","7.98","0","","","0","0","SELL","","5155491239","39734601454","0001399a.69fb60ca.03.01","","391820859533S","","","","N/A","391820859533S","20260506;093324","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","CEG   260515P00220000","CEG 15MAY26 220 P","800739921","","","","","BBG01W7MG0D0","CBOE","538132976","CEG","US21037T1097","NASDAQ","","","9265867369","100","","220","20260402","20260515","20260402;115033","P","20260402","","20260406","ExchTrade","BATS","-1","4.25","-425","425","0","-0.259995","USD","424.740005","3.75","O","","-424.740005","0","50","0","","","0","0","SELL","","5043955804","39023205955","0001399a.69ce698e.02.01","","391820849325S","","","","N/A","391820849325S","20260402;103356","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","CEG   260515P00220000","CEG 15MAY26 220 P","800739921","","","","","BBG01W7MG0D0","CBOE","538132976","CEG","US21037T1097","NASDAQ","","","9449292874","100","","220","20260506","20260515","20260506;150113","P","20260506","","20260507","ExchTrade","BATS","1","0.19","19","-19","0","-0.24825","USD","-19.24825","0.1962","C","","424.740005","405.491755","0.62","0","","","0","0","BUY","","5155494059","39734591385","0001399a.69fb60ca.02.01","","391820859532B","","","","N/A","391820859532B","20260506;093324","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","CEG   260821P00200000","CEG 21AUG26 200 P","840291136","","","","","BBG01Z669T35","CBOE","538132976","CEG","US21037T1097","NASDAQ","","","9584242656","100","","200","20260528","20260821","20260528;100651","P","20260528","","20260529","ExchTrade","BATS","1","2.71","271","-271","0","-0.24825","USD","-271.24825","2.3676","O","","271.24825","0","-34.24","0","","","0","0","BUY","","5237383612","40243152910","0001399a.6a182fc1.02.01","","391820850042B","","","","N/A","391820850042B","20260528;100651","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","CEG   260821P00220000","CEG 21AUG26 220 P","839687374","","","","","BBG01Z3K9JD8","CBOE","538132976","CEG","US21037T1097","NASDAQ","","","9584250330","100","","220","20260528","20260821","20260528;100651","P","20260528","","20260529","ExchTrade","BATS","-1","5.09","-509","509","0","-0.2620254","USD","508.7379746","4.55","O","","-508.7379746","0","54","0","","","0","0","SELL","","5237388578","40243171538","0001399a.6a182fc1.03.01","","391820850041S","","","","N/A","391820850041S","20260528;100651","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260313P00370000","GLD 13MAR26 370 P","850922827","","","","","BBG01ZYJ0895","CBOE","51529211","GLD","US78463V1070","ARCA","","","8937973346","100","","370","20260203","20260313","20260203;103304","P","20260203","","20260204","ExchTrade","EDGX","1","1.18","118","-118","0","-0.98875","USD","-118.98875","1.2433","O","","118.98875","0","6.33","0","","","0","0","BUY","","4847440626","37753206358","000139b2.6981eb4f.03.01","","783641677517B","","","","N/A","783641677517B","20260203;103303","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260313P00370000","GLD 13MAR26 370 P","850922827","","","","","BBG01ZYJ0895","CBOE","51529211","GLD","US78463V1070","ARCA","","","9061305576","100","","370","20260225","20260313","20260225;111929","P","20260225","","20260226","ExchTrade","CBOE2","-1","0.26","-26","26","0","-0.70204","USD","25.29796","0.2826","C","","-118.98875","-93.69079","-2.26","0","","","0","0","SELL","","4922018786","38222025097","00014247.699efa8a.03.01","","783641665521S","","","","N/A","783641665521S","20260225;093825","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260313P00400000","GLD 13MAR26 400 P","850923217","","","","","BBG01ZYHRYT1","CBOE","51529211","GLD","US78463V1070","ARCA","","","8937972864","100","","400","20260203","20260313","20260203;103304","P","20260203","","20260204","ExchTrade","EDGX","-1","3.32","-332","332","0","-0.99204","USD","331.00796","3.625","O","","-331.00796","0","-30.5","0","","","0","0","SELL","","4847440343","37753212387","000139b2.6981eb4f.02.01","","783641677516S","","","","N/A","783641677516S","20260203;103303","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260313P00400000","GLD 13MAR26 400 P","850923217","","","","","BBG01ZYHRYT1","CBOE","51529211","GLD","US78463V1070","ARCA","","","9061305430","100","","400","20260225","20260313","20260225;111929","P","20260225","","20260226","ExchTrade","CBOE2","1","0.46","46","-46","0","-0.69875","USD","-46.69875","0.6064","C","","331.00796","284.30921","14.64","0","","","0","0","BUY","","4922018690","38222036004","00014247.699efa8a.02.01","","783641665520B","","","","N/A","783641665520B","20260225;093825","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260402P00350000","GLD 02APR26 350 P","854682381","","","","","BBG0209NFX35","CBOE","51529211","GLD","US78463V1070","ARCA","","","9094181372","100","","350","20260303","20260402","20260303;100512","P","20260303","","20260304","ExchTrade","BOX","1","0.48","48","-48","0","-1.04795","USD","-49.04795","0.541","O","","49.04795","0","6.1","0","","","0","0","BUY","","4941440528","38346860460","0001fad8.69a6d70c.03.01","","B0C7Vbe00000001","","","","N/A","B0C7Vbe00000001","20260303;100512","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260402P00350000","GLD 02APR26 350 P","854682381","","","","","BBG0209NFX35","CBOE","51529211","GLD","US78463V1070","ARCA","","","9268641298","100","","350","20260402","20260402","20260402;162000","P","20260402","","20260406","BookTrade","--","-1","0","0","0","0","0","USD","0","0","C","Ep","-49.04795","-49.04795","0","0","","","0","0","SELL","","39033478767","39033478767","","","","","","","N/A","N/A","","","","","","EXECUTION","0","0","","","N","0","","109316524","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260402P00400000","GLD 02APR26 400 P","854682983","","","","","BBG0209NFZ85","CBOE","51529211","GLD","US78463V1070","ARCA","","","9094088833","100","","400","20260303","20260402","20260303;100512","P","20260303","","20260304","ExchTrade","BOX","-1","2.4","-240","240","0","-1.05124","USD","238.94876","2.04","O","","-238.94876","0","36","0","","","0","0","SELL","","4941380572","38346659223","0001fad8.69a6d70c.02.01","","S0W7Vbe00000001","","","","N/A","S0W7Vbe00000001","20260303;100512","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","GLD   260402P00400000","GLD 02APR26 400 P","854682983","","","","","BBG0209NFZ85","CBOE","51529211","GLD","US78463V1070","ARCA","","","9268659712","100","","400","20260402","20260402","20260402;162000","P","20260402","","20260406","BookTrade","--","1","0","0","0","0","0","USD","0","0","C","Ep","238.94876","238.94876","0","0","","","0","0","BUY","","39033531824","39033531824","","","","","","","N/A","N/A","","","","","","EXECUTION","0","0","","","N","0","","109334851","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","MSFT  260123P00420000","MSFT 23JAN26 420 P","836476143","","","","","BBG01YWM2PF6","CBOE","272093","MSFT","US5949181045","NASDAQ","","","8718446634","100","","420","20251219","20260123","20251219;134947","P","20251219","","20251222","ExchTrade","CBOE2","1","0.65","65","-65","0","-0.6641","USD","-65.6641","0.73","O","","65.6641","0","8","0","","","0","0","BUY","","4711937419","36907698301","00014248.694578e4.03.01","","1175462481514B","","","","N/A","1175462481514B","20251219;121706","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","MSFT  260123P00420000","MSFT 23JAN26 420 P","836476143","","","","","BBG01YWM2PF6","CBOE","272093","MSFT","US5949181045","NASDAQ","","","8865353470","100","","420","20260122","20260123","20260122;104604","P","20260122","","20260123","ExchTrade","CBOE","-1","0.02","-2","2","0","-1.05454","USD","0.94546","0.0148","C","","-65.6641","-64.71864","0.52","0","","","0","0","SELL","","4802885996","37489865035","0000f8aa.69723f17.03.01","","3996572627748S","","","","N/A","3996572627748S","20260122;104604","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","MSFT  260123P00445000","MSFT 23JAN26 445 P","836476449","","","","","BBG01YWM5PK7","CBOE","272093","MSFT","US5949181045","NASDAQ","","","8718445127","100","","445","20251219","20260123","20251219;134947","P","20251219","","20251222","ExchTrade","CBOE2","-1","1.85","-185","185","0","-0.66689","USD","184.33311","1.93","O","","-184.33311","0","-8","0","","","0","0","SELL","","4711936642","36907685563","00014248.694578e4.02.01","","1175462481513S","","","","N/A","1175462481513S","20251219;121706","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","MSFT  260123P00445000","MSFT 23JAN26 445 P","836476449","","","","","BBG01YWM5PK7","CBOE","272093","MSFT","US5949181045","NASDAQ","","","8865368431","100","","445","20260122","20260123","20260122;104604","P","20260122","","20260123","ExchTrade","CBOE","1","1.78","178","-178","0","-1.05125","USD","-179.05125","0.42","C","","184.33311","5.28186","-136","0","","","0","0","BUY","","4802894621","37489930610","0000f8aa.69723f17.02.01","","3996572627747B","","","","N/A","3996572627747B","20260122;104604","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","MSFT  260724P00325000","MSFT 24JUL26 325 P","889932317","","","","","BBG022TXZSY2","CBOE","272093","MSFT","US5949181045","NASDAQ","","","9700344007","100","","325","20260612","20260724","20260612;120838","P","20260612","","20260615","ExchTrade","CBOE","1","1.3","130","-130","0","-1.05075","USD","-131.05075","1.043","O","","131.05075","0","-25.7","0","","","0","0","BUY","","5308488610","40667474884","0000f8aa.6a2c3480.03.01","","3996572664939B","","","","N/A","3996572664939B","20260612;120838","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","MSFT  260724P00345000","MSFT 24JUL26 345 P","889932500","","","","","BBG022TXYBR8","CBOE","272093","MSFT","US5949181045","NASDAQ","","","9700359781","100","","345","20260612","20260724","20260612;120838","P","20260612","","20260615","ExchTrade","CBOE","-1","3.11","-311","311","0","-1.0604466","USD","309.9395534","2.6175","O","","-309.9395534","0","49.25","0","","","0","0","SELL","","5308498707","40667504234","0000f8aa.6a2c3480.02.01","","3996572664938S","","","","N/A","3996572664938S","20260612;120838","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","C","NVDA  251226C00300000","NVDA 26DEC25 300 C","829542612","","","","","BBG01YFGBWK7","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8580913201","100","","300","20251120","20251226","20251120;121658","C","20251120","","20251121","ExchTrade","CBOE2","-1","0.02","-2","2","0","-0.69869","USD","1.30131","0.0195","O","","-1.30131","0","0.05","0","","","0","0","SELL","","4627269568","36368484271","00014248.691f4027.04.01","","2037468308000S","","","","N/A","2037468308000S","20251119;181314","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","C","NVDA  251226C00300000","NVDA 26DEC25 300 C","829542612","","","","","BBG01YFGBWK7","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8708401810","100","","300","20251218","20251226","20251218;093009","C","20251218","","20251219","ExchTrade","CBOE2","1","0.03","3","-3","0","-0.6641","USD","-3.6641","0.0001","C","","1.30131","-2.36279","-2.99","0","","","0","0","BUY","","4705730126","36871256352","00014248.6943f45b.04.01","","2037468281404B","","RapidOrder","","N/A","2037468281404B","20251218;014908","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","C","NVDA  251226C00310000","NVDA 26DEC25 310 C","829542684","","","","","BBG01YFG88V2","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8580922350","100","","310","20251120","20251226","20251120;121658","C","20251120","","20251121","ExchTrade","CBOE2","1","0.02","2","-2","0","-0.6959","USD","-2.6959","0.0101","O","","2.6959","0","-0.99","0","","","0","0","BUY","","4627274410","36368490091","00014248.691f4027.03.01","","2037468308002B","","","","N/A","2037468308002B","20251119;181314","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","C","NVDA  251226C00310000","NVDA 26DEC25 310 C","829542684","","","","","BBG01YFG88V2","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8708407318","100","","310","20251218","20251226","20251218;093009","C","20251218","","20251219","ExchTrade","CBOE2","-1","0.01","-1","1","0","-0.66689","USD","0.33311","0.0001","C","","-2.6959","-2.36279","0.99","0","","","0","0","SELL","","4705733786","36871256754","00014248.6943f45b.03.01","","2037468281406S","","RapidOrder","","N/A","2037468281406S","20251218;014908","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","NVDA  251226P00110000","NVDA 26DEC25 110 P","829543452","","","","","BBG01YFGG2T9","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8580912913","100","","110","20251120","20251226","20251120;121658","P","20251120","","20251121","ExchTrade","CBOE2","1","0.27","27","-27","0","-0.6959","USD","-27.6959","0.365","O","","27.6959","0","9.5","0","","","0","0","BUY","","4627269377","36368484237","00014248.691f4027.02.01","","2037468308003B","","","","N/A","2037468308003B","20251119;181314","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","NVDA  251226P00110000","NVDA 26DEC25 110 P","829543452","","","","","BBG01YFGG2T9","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8708401695","100","","110","20251218","20251226","20251218;093009","P","20251218","","20251219","ExchTrade","CBOE2","-1","0.01","-1","1","0","-0.66689","USD","0.33311","0.0012","C","","-27.6959","-27.36279","0.88","0","","","0","0","SELL","","4705730047","36871256311","00014248.6943f45b.02.01","","2037468281407S","","RapidOrder","","N/A","2037468281407S","20251218;014908","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","NVDA  251226P00135000","NVDA 26DEC25 135 P","829096882","","","","","BBG01YDC2P05","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8580912888","100","","135","20251120","20251226","20251120;121658","P","20251120","","20251121","ExchTrade","CBOE2","-1","0.82","-82","82","0","-0.69869","USD","81.30131","1.125","O","","-81.30131","0","-30.5","0","","","0","0","SELL","","4627269361","36368454924","00014248.691f4027.05.01","","2037468308001S","","","","N/A","2037468308001S","20251119;181314","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","NVDA  251226P00135000","NVDA 26DEC25 135 P","829096882","","","","","BBG01YDC2P05","CBOE","4815747","NVDA","US67066G1040","NASDAQ","","","8708400291","100","","135","20251218","20251226","20251218;093009","P","20251218","","20251219","ExchTrade","CBOE2","1","0.04","4","-4","0","-0.6641","USD","-4.6641","0.035","C","","81.30131","76.63721","-0.5","0","","","0","0","BUY","","4705729074","36871242433","00014248.6943f45b.05.01","","2037468281405B","","RapidOrder","","N/A","2037468281405B","20251218;014908","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260116P00310000","TSLA 16JAN26 310 P","653307262","","","","","BBG01J8XBGD4","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8616099394","100","","310","20251128","20260116","20251128;093002","P","20251128","","20251201","ExchTrade","EDGX","1","2.67","267","-267","0","-0.9859","USD","-267.9859","2.42","O","","267.9859","0","-25","0","","","0","0","BUY","","4648684288","36507131351","0000f9a7.6929924c.03.01","","2115832454503B","","","","N/A","2115832454503B","20251128;093002","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260116P00310000","TSLA 16JAN26 310 P","653307262","","","","","BBG01J8XBGD4","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8708395273","100","","310","20251218","20260116","20251218;093002","P","20251218","","20251219","ExchTrade","CBOE2","-1","0.74","-74","74","0","-1.01689","USD","72.98311","0.74","C","","-267.9859","-195.00279","0","0","","","0","0","SELL","","4705725704","36871222782","00014248.6943f3ed.03.01","","2115832447994S","","RapidOrder","","N/A","2115832447994S","20251218;093002","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260116P00360000","TSLA 16JAN26 360 P","653307345","","","","","BBG01J8XBMX9","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8616025125","100","","360","20251128","20260116","20251128;093002","P","20251128","","20251201","ExchTrade","EDGX","-1","7.58","-758","758","0","-0.98869","USD","757.01131","6.675","O","","-757.01131","0","90.5","0","","","0","0","SELL","","4648634596","36506901723","0000f9a7.6929924c.02.01","","2115832454502S","","","","N/A","2115832454502S","20251128;093002","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
